"abs"	"ord"	Clust2	Segregation	Seg_High	Seg_Medium	Seg_Low	Seg_No
34	-189	1	Orange	Orange	Orange	Orange	Green
232	121	1	Orange	Orange	Orange	Orange	Orange
-357	44	2	Green	Orange	Green	Green	Orange
383	-199	1	Orange	Orange	Orange	Orange	Orange
-334	266	2	Green	Green	Green	Green	Green
-235	266	2	Green	Green	Green	Orange	Orange
-207	-223	2	Green	Green	Orange	Orange	Orange
-392	200	2	Green	Green	Green	Orange	Green
-390	-19	2	Green	Green	Orange	Green	Orange
-326	30	2	Green	Green	Green	Green	Green
62	32	1	Orange	Orange	Orange	Green	Orange
93	-157	1	Orange	Orange	Orange	Green	Orange
-364	156	2	Green	Green	Orange	Green	Green
94	-192	1	Orange	Orange	Orange	Orange	Orange
393	-57	1	Orange	Orange	Orange	Green	Orange
177	212	1	Orange	Green	Orange	Orange	Orange
26	286	2	Green	Green	Green	Green	Green
189	-165	1	Orange	Orange	Orange	Green	Orange
202	-33	1	Orange	Orange	Orange	Green	Green
331	-255	1	Orange	Green	Orange	Orange	Green
294	97	1	Orange	Orange	Orange	Orange	Orange
-256	-67	2	Green	Orange	Green	Green	Green
-94	202	2	Green	Green	Green	Green	Orange
67	-210	1	Orange	Orange	Orange	Orange	Green
196	-92	1	Orange	Orange	Green	Green	Orange
11	-7	1	Orange	Orange	Orange	Green	Orange
227	-210	1	Orange	Orange	Orange	Orange	Orange
147	-86	1	Orange	Orange	Green	Orange	Green
166	278	1	Orange	Green	Green	Orange	Orange
301	-221	1	Orange	Orange	Orange	Green	Green
-250	-294	2	Green	Green	Orange	Orange	Orange
176	-201	1	Orange	Orange	Orange	Orange	Green
-392	186	2	Green	Green	Orange	Green	Orange
129	221	1	Orange	Orange	Orange	Green	Orange
118	9	1	Orange	Orange	Orange	Green	Orange
-64	76	2	Green	Green	Green	Orange	Green
-78	207	2	Green	Green	Green	Orange	Green
248	-129	1	Orange	Orange	Orange	Green	Orange
-80	100	2	Green	Green	Green	Orange	Orange
-280	-210	2	Green	Green	Green	Green	Green
-280	289	2	Green	Green	Green	Green	Orange
-261	-122	2	Green	Green	Green	Green	Green
41	-231	1	Orange	Orange	Green	Orange	Orange
-389	-202	2	Green	Green	Green	Orange	Orange
-155	266	2	Green	Green	Green	Green	Orange
-18	177	2	Green	Green	Green	Green	Green
183	285	1	Orange	Orange	Orange	Orange	Green
107	-91	1	Orange	Orange	Orange	Orange	Green
222	1	1	Orange	Orange	Orange	Orange	Orange
374	186	1	Orange	Orange	Orange	Orange	Orange
139	-296	1	Orange	Orange	Orange	Orange	Orange
139	-291	1	Orange	Orange	Green	Green	Orange
-166	110	2	Green	Green	Green	Green	Orange
350	258	1	Orange	Orange	Orange	Orange	Green
-63	-135	2	Green	Green	Green	Orange	Orange
-89	187	2	Green	Green	Orange	Green	Green
260	172	1	Orange	Orange	Green	Orange	Green
-224	293	2	Green	Green	Green	Green	Orange
35	68	1	Orange	Orange	Orange	Orange	Green
-238	126	2	Green	Green	Green	Green	Orange
259	162	1	Orange	Orange	Orange	Orange	Orange
-394	232	2	Green	Green	Green	Green	Orange
395	75	1	Orange	Orange	Orange	Orange	Orange
90	-144	1	Orange	Orange	Green	Orange	Orange
-203	215	2	Green	Green	Green	Green	Green
-372	-38	2	Green	Green	Green	Green	Orange
-181	-67	2	Green	Green	Green	Green	Orange
-228	-23	2	Green	Green	Green	Green	Orange
-110	-169	2	Green	Green	Green	Orange	Green
386	-260	1	Orange	Orange	Orange	Orange	Orange
245	-135	1	Orange	Orange	Orange	Green	Green
-72	-114	2	Green	Orange	Orange	Green	Green
-37	-275	1	Orange	Orange	Orange	Orange	Green
-292	-189	2	Green	Green	Green	Green	Green
326	-190	1	Orange	Orange	Orange	Green	Green
