"abs"	"ord"	Clust2	Segregation	Seg_High	Seg_Medium	Seg_Low	Seg_No
-31	-283	2	Green	Green	Orange	Orange	Orange
-295	-247	2	Green	Green	Green	Green	Orange
-92	-15	2	Green	Green	Orange	Orange	Orange
-239	231	2	Green	Orange	Green	Green	Orange
396	-245	1	Orange	Orange	Orange	Green	Green
34	154	1	Orange	Orange	Orange	Green	Orange
-377	-279	2	Green	Green	Green	Green	Orange
143	221	1	Orange	Orange	Orange	Orange	Green
-388	39	2	Green	Green	Orange	Green	Green
-400	268	2	Green	Orange	Green	Orange	Green
-1	121	2	Green	Green	Orange	Orange	Orange
343	96	1	Orange	Orange	Green	Green	Green
247	70	1	Orange	Orange	Orange	Orange	Orange
-215	190	2	Green	Green	Green	Green	Orange
366	5	1	Orange	Orange	Orange	Green	Green
334	-106	1	Orange	Orange	Orange	Orange	Green
-64	-73	2	Green	Green	Orange	Orange	Green
321	102	1	Orange	Orange	Orange	Green	Green
35	280	1	Orange	Orange	Orange	Orange	Green
80	-25	1	Orange	Orange	Orange	Orange	Green
356	-146	1	Orange	Green	Orange	Orange	Green
23	-164	1	Orange	Orange	Green	Orange	Orange
-303	261	2	Green	Green	Green	Green	Green
-369	-182	2	Green	Green	Green	Green	Green
336	13	1	Orange	Orange	Orange	Green	Orange
376	-29	1	Orange	Orange	Orange	Orange	Green
309	-165	1	Orange	Orange	Orange	Orange	Green
121	-151	1	Orange	Orange	Green	Green	Green
221	-281	1	Orange	Orange	Orange	Orange	Green
61	-262	1	Orange	Orange	Orange	Green	Green
59	216	1	Orange	Orange	Orange	Green	Orange
101	-32	1	Orange	Green	Orange	Orange	Green
68	247	1	Orange	Orange	Orange	Green	Green
-243	234	2	Green	Green	Green	Green	Orange
313	-101	1	Orange	Orange	Orange	Orange	Green
391	212	1	Orange	Orange	Orange	Orange	Green
329	34	1	Orange	Orange	Orange	Orange	Orange
83	-59	1	Orange	Orange	Green	Green	Orange
-319	90	2	Green	Green	Orange	Green	Orange
-292	-69	2	Green	Green	Green	Orange	Orange
-117	-46	2	Green	Green	Green	Orange	Green
-354	-41	2	Green	Green	Orange	Green	Green
178	-140	1	Orange	Orange	Orange	Green	Orange
-69	-296	2	Green	Orange	Green	Green	Green
-337	-126	2	Green	Green	Green	Orange	Orange
-192	135	2	Green	Green	Green	Orange	Green
73	158	1	Orange	Orange	Orange	Orange	Orange
24	-149	1	Orange	Orange	Orange	Orange	Orange
-252	-264	2	Green	Green	Orange	Green	Orange
-162	44	2	Green	Green	Green	Green	Green
-200	-92	2	Green	Green	Green	Green	Orange
78	192	1	Orange	Orange	Orange	Green	Orange
-34	140	2	Green	Green	Green	Orange	Green
240	49	1	Orange	Orange	Orange	Orange	Green
-13	-271	2	Green	Green	Green	Green	Orange
-67	-34	2	Green	Green	Green	Green	Orange
-54	-67	2	Green	Green	Green	Green	Orange
-237	-168	2	Green	Green	Green	Green	Green
341	-187	1	Orange	Orange	Orange	Green	Orange
-287	-214	2	Green	Green	Green	Green	Orange
-89	-199	2	Green	Green	Green	Green	Orange
86	9	1	Orange	Orange	Orange	Green	Orange
-137	277	2	Green	Green	Green	Green	Green
-118	-203	2	Green	Orange	Green	Green	Orange
326	85	1	Orange	Orange	Green	Orange	Orange
-267	-180	2	Green	Green	Green	Orange	Orange
-219	269	2	Green	Green	Green	Green	Green
372	-122	1	Orange	Orange	Orange	Green	Orange
305	-21	1	Orange	Orange	Orange	Green	Orange
362	-99	1	Orange	Orange	Orange	Orange	Green
-84	228	2	Green	Green	Orange	Green	Green
-176	26	2	Green	Orange	Green	Orange	Orange
-388	-165	2	Green	Green	Green	Green	Green
-79	-148	2	Green	Green	Green	Orange	Green
258	-176	1	Orange	Orange	Orange	Orange	Orange
