"abs"	"ord"	Clust2	Segregation	Seg_High	Seg_Medium	Seg_Low	Seg_No
142	293	1	Orange	Orange	Orange	Green	Orange
-183	-61	2	Green	Green	Green	Orange	Green
-317	-231	2	Green	Orange	Orange	Green	Orange
101	-258	2	Green	Green	Green	Green	Orange
-68	-154	2	Green	Green	Green	Green	Green
-303	175	2	Green	Green	Green	Orange	Green
353	-96	1	Orange	Orange	Orange	Green	Green
-167	283	2	Green	Green	Green	Green	Green
-23	-200	2	Green	Green	Green	Orange	Green
199	-25	1	Orange	Orange	Orange	Orange	Orange
378	-197	1	Orange	Orange	Green	Orange	Green
-396	-161	2	Green	Green	Green	Orange	Green
270	164	1	Orange	Orange	Orange	Orange	Green
280	-242	1	Orange	Orange	Green	Orange	Orange
-328	-28	2	Green	Green	Orange	Green	Orange
188	-249	1	Orange	Orange	Orange	Orange	Green
89	36	1	Orange	Green	Orange	Green	Green
101	-295	2	Green	Green	Green	Green	Green
384	291	1	Orange	Orange	Green	Green	Orange
-49	-110	2	Green	Green	Green	Green	Green
255	84	1	Orange	Orange	Orange	Orange	Orange
54	-123	2	Green	Green	Green	Orange	Green
-196	298	2	Green	Green	Green	Green	Orange
62	244	1	Orange	Orange	Orange	Green	Orange
169	293	1	Orange	Orange	Orange	Green	Green
-10	-261	2	Green	Green	Green	Green	Orange
-389	76	2	Green	Green	Green	Orange	Orange
-173	-6	2	Green	Green	Green	Green	Orange
-73	283	1	Orange	Orange	Orange	Green	Green
-69	-83	2	Green	Green	Green	Green	Orange
-100	108	2	Green	Green	Green	Orange	Green
-86	-142	2	Green	Green	Green	Orange	Green
-191	-189	2	Green	Green	Green	Green	Orange
-161	-189	2	Green	Green	Green	Orange	Green
-117	-72	2	Green	Green	Green	Green	Orange
81	208	1	Orange	Orange	Orange	Orange	Green
11	-1	2	Green	Green	Orange	Green	Orange
105	174	1	Orange	Orange	Orange	Orange	Orange
221	203	1	Orange	Orange	Orange	Green	Green
251	-26	1	Orange	Orange	Orange	Green	Orange
162	180	1	Orange	Orange	Orange	Green	Orange
195	-71	1	Orange	Orange	Orange	Orange	Green
127	156	1	Orange	Orange	Orange	Orange	Orange
280	-38	1	Orange	Orange	Orange	Green	Orange
35	243	1	Orange	Orange	Orange	Orange	Green
-334	-108	2	Green	Green	Green	Green	Orange
-347	-250	2	Green	Green	Green	Green	Green
399	190	1	Orange	Orange	Orange	Orange	Green
233	239	1	Orange	Orange	Orange	Orange	Orange
-127	280	2	Green	Orange	Green	Green	Green
160	44	1	Orange	Orange	Orange	Orange	Green
-393	132	2	Green	Green	Orange	Orange	Green
169	164	1	Orange	Orange	Orange	Orange	Green
133	77	1	Orange	Orange	Orange	Orange	Orange
359	134	1	Orange	Orange	Orange	Orange	Orange
121	-68	1	Orange	Orange	Green	Green	Green
-388	-202	2	Green	Green	Green	Green	Green
-34	-188	2	Green	Green	Green	Orange	Green
-271	-65	2	Green	Green	Green	Orange	Green
47	-136	2	Green	Green	Green	Green	Orange
-153	-185	2	Green	Green	Orange	Green	Green
-118	3	2	Green	Green	Orange	Orange	Orange
-215	158	2	Green	Green	Green	Orange	Green
-5	116	1	Orange	Orange	Orange	Orange	Green
81	26	1	Orange	Green	Orange	Orange	Orange
387	95	1	Orange	Orange	Orange	Orange	Orange
-294	-19	2	Green	Green	Orange	Green	Green
50	-11	1	Orange	Orange	Orange	Orange	Green
29	-98	2	Green	Green	Green	Orange	Orange
-59	-45	2	Green	Green	Green	Green	Orange
-63	-128	2	Green	Green	Green	Green	Green
-102	61	2	Green	Green	Orange	Green	Green
97	204	1	Orange	Green	Orange	Orange	Orange
-331	73	2	Green	Green	Green	Green	Green
224	-219	1	Orange	Orange	Orange	Orange	Green
